symbol,orderId,side,realizedPnl,commission,time,telegram_id
BTCUSDT,17444926817,SELL,0.00492,0.02350411,2021-04-06 12:59:00,253443108
BTCUSDT,17495689806,BUY,0.0,0.00008377,2021-04-07 14:27:13,253443108
BTCUSDT,17445172393,SELL,0.0,0.00005502,2021-04-06 13:07:25,253443108
BTCUSDT,17861791392,SELL,1.7716,0.05069600,2021-04-14 19:18:04,253443108
BNBUSDT,30047359750,SELL,2.05003,0.03451271,2021-04-16 17:24:20,253443108
BTCUSDT,17649203249,BUY,0.0,0.03521940,2021-04-10 23:51:07,253443108
ETHUSDT,8389765495426201213,BUY,0.0,0.03626563,2021-04-17 19:01:43,253443108
BNBUSDT,29964435371,BUY,0.0,0.03336876,2021-04-14 17:14:42,253443108
ETHUSDT,8389765495429633579,SELL,1.51671,0.03687231,2021-04-17 19:35:19,253443108
BNBUSDT,30054330458,SELL,9.28692,0.03938940,2021-04-17 07:17:07,253443108
ETHUSDT,8389765494998973582,SELL,1.09578,0.00007455,2021-04-08 19:00:03,253443108
BNBUSDT,30043433410,BUY,0.0,0.03468367,2021-04-16 16:51:06,253443108
BTCUSDT,17854350732,BUY,0.0,0.03749052,2021-04-14 18:32:42,253443108
BNBUSDT,29977010086,SELL,0.09808,0.03340800,2021-04-16 04:46:49,253443108
BTCUSDT,17777918425,SELL,3.86118,0.02502407,2021-04-13 11:17:38,253443108
BTCUSDT,17868448023,SELL,-0.00407,0.02499205,2021-04-14 20:59:28,253443108
ETHUSDT,8389765495056588164,SELL,3.6141,0.03564876,2021-04-10 05:58:34,253443108
BTCUSDT,17666997727,SELL,1.97998,0.04775119,2021-04-11 02:32:29,253443108
BNBUSDT,29968908253,SELL,3.81008,0.03489280,2021-04-14 17:32:13,253443108
BTCUSDT,17952620221,SELL,1.62112,0.04979108,2021-04-17 05:20:49,253443108
BTCUSDT,18006180906,SELL,0.00156,0.02457194,2021-04-17 13:55:08,253443108
BTCUSDT,17945999789,BUY,0.0,0.03685697,2021-04-16 09:03:16,253443108
BNBUSDT,30104360837,SELL,1.62697,0.03665958,2021-04-18 06:28:09,253443108
BNBUSDT,30104546385,SELL,-0.0152,0.03600272,2021-04-18 06:31:06,253443108
BTCUSDT,18038070613,BUY,0.0,0.03565560,2021-04-18 03:30:58,253443108
BTCUSDT,18041412895,BUY,0.0,0.06812292,2021-04-18 06:20:25,253443108
BNBUSDT,30101196699,SELL,-0.01674,0.03601519,2021-04-18 06:10:15,253443108
ETHUSDT,8389765495497744304,SELL,9.13002999,0.21280798,2021-04-19 01:51:24,253443108
ETHUSDT,8389765495439788593,BUY,0.0,0.03647714,2021-04-18 03:23:57,253443108
ETHUSDT,8389765495443651070,BUY,0.0,0.06810084,2021-04-18 06:20:27,253443108
BNBUSDT,30100705350,SELL,2.21328,0.03690720,2021-04-18 04:38:05,253443108
BNBUSDT,30103752800,BUY,0.0,0.03600880,2021-04-18 06:20:25,253443108
ETHUSDT,8389765495430775616,SELL,-0.00039,0.03626547,2021-04-17 20:59:47,253443108
BNBUSDT,30097374302,BUY,0.0,0.03602188,2021-04-18 04:20:57,253443108
BNBUSDT,30318964243,BUY,0.0,0.03350674,2021-04-22 23:28:12,253443108
BNBUSDT,30166038744,BUY,0.0,0.03547693,2021-04-19 18:46:19,253443108
BTCUSDT,18171201207,SELL,-18.45281999,0.20017591,2021-04-19 22:14:35,253443108
BCHUSDT,11665033813,SELL,-0.0051,0.03451720,2021-04-23 03:04:58,253443108
BNBUSDT,30170797845,SELL,3.47652,0.03590870,2021-04-19 19:10:18,253443108
ETHUSDT,8389765495751981441,BUY,0.0,0.03386271,2021-04-23 05:25:46,253443108
BCHUSDT,11671043079,SELL,-0.0297,0.03465792,2021-04-23 05:16:36,253443108
BCHUSDT,11670695907,SELL,3.72183,0.03647371,2021-04-23 04:58:24,253443108
ETHUSDT,8389765495759657236,SELL,4.7568,0.03619407,2021-04-23 05:53:02,253443108
ETHUSDT,8389765495761942411,SELL,-0.03783,0.03341894,2021-04-23 08:18:21,253443108
BCHUSDT,11662887523,BUY,0.0,0.03451924,2021-04-23 00:04:49,253443108
BCHUSDT,11664590608,SELL,3.68016,0.03599131,2021-04-23 00:21:30,253443108
BNBUSDT,30177542344,SELL,4.88072,0.03838805,2021-04-19 22:13:45,253443108
BCHUSDT,11669700187,BUY,0.0,0.03482739,2021-04-23 04:50:15,253443108
BNBUSDT,30360696102,SELL,-1.23168,0.00002162,2021-04-23 12:14:54,253443108
BNBUSDT,30360696102,SELL,-0.4105,0.00000720,2021-04-23 12:14:54,253443108
BNBUSDT,30360696102,SELL,-5.1335,0.04871440,2021-04-23 12:14:54,253443108
ETHUSDT,8389765495933472131,BUY,0.0,0.03574052,2021-04-26 00:42:18,253443108
BCHUSDT,11735419658,BUY,0.0,0.03428598,2021-04-26 00:45:25,253443108
ETHUSDT,8389765495944819113,SELL,1.03712,0.01261892,2021-04-26 01:07:23,253443108
ETHUSDT,8389765495944819113,SELL,0.29628,0.00000655,2021-04-26 01:07:23,253443108
ETHUSDT,8389765495944819113,SELL,1.70154,0.02073017,2021-04-26 01:07:23,253443108
BCHUSDT,11739594948,SELL,4.13882,0.03579805,2021-04-26 02:05:38,253443108
ETHUSDT,8389765495946319018,SELL,0.90204,0.00384769,2021-04-26 03:15:32,253443108
ETHUSDT,8389765495946319018,SELL,8.31982,0.03558156,2021-04-26 03:15:32,253443108
BCHUSDT,11741074750,SELL,13.2696,0.03973728,2021-04-26 09:39:04,253443108
BNBUSDT,30599458853,BUY,0.0,0.03761260,2021-04-29 20:00:26,253443108
BNBUSDT,30604854599,SELL,2.65285,0.03981352,2021-04-29 23:32:04,253443108
BNBUSDT,30629458113,SELL,7.21216,0.03935769,2021-04-30 09:47:08,253443108
BCHUSDT,11919968474,BUY,0.0,0.03775142,2021-05-04 03:50:35,253443108
BNBUSDT,30757949816,BUY,0.0,0.03730293,2021-05-04 03:51:36,253443108
BNBUSDT,30759603645,SELL,1.86816,0.03676388,2021-05-04 04:19:54,253443108
BNBUSDT,30760768933,SELL,-0.0231,0.03858000,2021-05-04 05:22:39,253443108
BCHUSDT,11921020283,SELL,1.4832,0.03834470,2021-05-04 12:23:41,253443108
BCHUSDT,11930290437,SELL,4.35264,0.03949248,2021-05-04 13:19:04,253443108
BNBUSDT,30780103597,BUY,0.0,0.03755376,2021-05-04 17:36:16,253443108
BCHUSDT,11937087405,BUY,0.0,0.03790790,2021-05-04 17:37:03,253443108
BCHUSDT,11937843991,SELL,1.86725,0.03885121,2021-05-04 17:55:24,253443108
BCHUSDT,11938297551,SELL,-0.0012,0.01571264,2021-05-04 18:07:42,253443108
BCHUSDT,11938297551,SELL,-0.00224,0.02199747,2021-05-04 18:07:42,253443108
ETHUSDT,8389765496453645425,BUY,0.0,0.03689712,2021-05-04 18:59:23,253443108
BCHUSDT,11938598377,BUY,0.0,0.03811690,2021-05-04 19:02:01,253443108
BCHUSDT,11939896049,SELL,1.90638,0.03906722,2021-05-04 19:04:34,253443108
BCHUSDT,11939940414,SELL,-0.01414,0.03792348,2021-05-04 19:44:04,253443108
ETHUSDT,8389765496462929124,SELL,3.16767,0.03881151,2021-05-04 21:04:18,253443108
ETHUSDT,8389765496472621593,SELL,-0.0016,0.02589208,2021-05-05 02:49:49,253443108
ETHUSDT,8389765496472621593,SELL,-0.00054,0.00776760,2021-05-05 02:49:49,253443108
ETHUSDT,8389765496472621593,SELL,-0.00018,0.00000382,2021-05-05 02:49:49,253443108
BNBUSDT,30783582346,SELL,1.9608,0.03833807,2021-05-05 10:40:42,253443108
BNBUSDT,30831471251,SELL,2.1156,0.03839999,2021-05-06 03:26:09,253443108
BNBUSDT,30591126136,BUY,0.0517,0.01199836,2021-04-29 13:53:50,272972447
BNBUSDT,30591143581,SELL,0.0,0.00600000,2021-04-29 13:54:26,272972447
BNBUSDT,30591182515,BUY,0.00995,0.01199602,2021-04-29 13:55:42,272972447
BCHUSDT,11919970292,BUY,0.0,0.03360457,2021-05-04 03:50:40,272972447
BNBUSDT,30757950234,BUY,0.0,0.03344400,2021-05-04 03:51:36,272972447
BNBUSDT,30759603340,SELL,1.73485,0.03413794,2021-05-04 04:19:54,272972447
BNBUSDT,30760722387,SELL,-0.02002,0.03343600,2021-05-04 05:22:39,272972447
BCHUSDT,11921019118,SELL,1.32956,0.03433292,2021-05-04 12:23:39,272972447
BCHUSDT,11930290703,SELL,3.90915,0.03497172,2021-05-04 13:19:04,272972447
BNBUSDT,30780095765,BUY,0.0,0.03380967,2021-05-04 17:36:15,272972447
BCHUSDT,11937083809,BUY,0.0,0.03359978,2021-05-04 17:37:03,272972447
ETHUSDT,8389765496453641087,BUY,0.0,0.03300760,2021-05-04 18:59:23,272972447
ETHUSDT,8389765496462909218,SELL,2.53529,0.03078568,2021-05-04 21:04:18,272972447
ETHUSDT,8389765496462909218,SELL,0.21884,0.00267636,2021-05-04 21:04:18,272972447
ETHUSDT,8389765496472618123,SELL,-0.02106,0.03364639,2021-05-05 02:49:50,272972447
BCHUSDT,11937827362,SELL,1.67958,0.03446811,2021-05-05 03:30:22,272972447
BCHUSDT,11949468245,SELL,0.54756,0.00375584,2021-05-05 03:59:02,272972447
BCHUSDT,11949468245,SELL,1.70324,0.01168473,2021-05-05 03:59:02,272972447
BCHUSDT,11949468245,SELL,2.90592,0.02002540,2021-05-05 03:59:02,272972447
BNBUSDT,30783584631,SELL,1.77436,0.03577162,2021-05-05 10:40:43,272972447
BNBUSDT,30831516290,SELL,1.80635,0.03327999,2021-05-06 03:26:09,272972447
BCHUSDT,11919968642,BUY,0.0,0.03399934,2021-05-04 03:50:40,273968349
BNBUSDT,30757960566,BUY,0.0,0.03341696,2021-05-04 03:51:37,273968349
BNBUSDT,30759609241,SELL,1.71548,0.03410316,2021-05-04 04:18:01,273968349
BNBUSDT,30760676260,SELL,-0.00052,0.03341675,2021-05-04 05:22:47,273968349
BCHUSDT,11921020022,SELL,1.34504,0.03434083,2021-05-04 12:23:40,273968349
BCHUSDT,11930290284,SELL,3.98982,0.03579180,2021-05-04 13:19:04,273968349
BNBUSDT,30780102497,BUY,0.0,0.03379514,2021-05-04 17:36:16,273968349
BCHUSDT,11937088709,BUY,0.0,0.03417151,2021-05-04 17:37:03,273968349
BCHUSDT,11937830424,SELL,1.68606,0.03484593,2021-05-04 17:55:24,273968349
BCHUSDT,11938298184,SELL,-0.01914,0.01295395,2021-05-04 18:07:42,273968349
BCHUSDT,11938298184,SELL,-0.01392,0.00942105,2021-05-04 18:07:42,273968349
BCHUSDT,11938298184,SELL,-0.01392,0.00942105,2021-05-04 18:07:42,273968349
BCHUSDT,11938298184,SELL,-0.00348,0.00235526,2021-05-04 18:07:42,273968349
ETHUSDT,8389765496453654649,BUY,0.0,0.03298333,2021-05-04 18:59:24,273968349
BCHUSDT,11938601024,BUY,0.0,0.03424657,2021-05-04 19:01:51,273968349
BCHUSDT,11939877257,SELL,1.70079,0.03492689,2021-05-04 19:05:06,273968349
BCHUSDT,11939952911,SELL,-0.07644,0.03421600,2021-05-04 19:44:00,273968349
ETHUSDT,8389765496462915410,SELL,2.74425,0.03343430,2021-05-04 21:03:18,273968349
ETHUSDT,8389765496472548849,SELL,-0.00156,0.03362943,2021-05-05 02:50:59,273968349
BNBUSDT,30783583731,SELL,1.83428,0.03578052,2021-05-05 10:40:42,273968349
BNBUSDT,30831519284,SELL,1.84132,0.03327999,2021-05-06 03:26:09,273968349
ETHUSDT,8389765496624726252,BUY,0.0,0.03470927,2021-05-06 21:43:45,273968349
ETHUSDT,8389765496627699245,SELL,2.0505,0.03484890,2021-05-06 22:49:35,273968349
BTCUSDT,12566740421,SELL,2.39149,0.06927146,2021-01-20 19:03:24,288892268
BTCUSDT,12597713766,BUY,0.0,0.02005962,2021-01-21 10:55:50,288892268
BTCUSDT,12621306511,BUY,0.0,0.08807596,2021-01-21 14:13:21,288892268
BTCUSDT,13045467216,BUY,0.0,0.05947846,2021-01-27 16:39:59,288892268
BTCUSDT,12614075421,BUY,0.0,0.00648582,2021-01-21 12:13:06,288892268
BTCUSDT,13217675462,BUY,0.0,0.02744648,2021-01-29 21:31:29,288892268
BTCUSDT,13231492105,SELL,0.89904,0.05525257,2021-01-30 00:50:26,288892268
BTCUSDT,12659639256,BUY,0.0,0.12158144,2021-01-22 00:30:26,288892268
BTCUSDT,12628412758,SELL,5.59843999,0.33680077,2021-01-21 14:40:24,288892268
BTCUSDT,13054487708,SELL,4.01515,0.06108452,2021-01-27 18:57:52,288892268
BTCUSDT,12666117806,SELL,3.4663,0.12296796,2021-01-22 00:45:15,288892268
BTCUSDT,12590157053,BUY,0.0,0.02748876,2021-01-21 05:36:37,288892268
BTCUSDT,12543336189,BUY,0.0,0.02773002,2021-01-20 11:40:50,288892268
BTCUSDT,12546045879,BUY,0.0,0.02029241,2021-01-20 18:01:05,288892268
BTCUSDT,12614075421,BUY,0.0,0.03891492,2021-01-21 12:13:06,288892268
BTCUSDT,13838627226,BUY,0.0,0.06314836,2021-02-08 12:50:16,288892268
BTCUSDT,13872033795,SELL,2.44652,0.07061873,2021-02-08 22:48:30,288892268
BTCUSDT,13842927667,BUY,0.0,0.06333662,2021-02-08 14:43:16,288892268
BTCUSDT,13905830141,BUY,0.0,0.07627504,2021-02-09 08:36:56,288892268
BTCUSDT,13842928355,SELL,1.01736,0.06374356,2021-02-08 14:44:04,288892268
BTCUSDT,13748510359,BUY,0.0,0.06485112,2021-02-07 00:17:43,288892268
BTCUSDT,13905832089,SELL,-1.15492,0.07581307,2021-02-09 10:15:53,288892268
BTCUSDT,13872032516,BUY,0.0,0.06964012,2021-02-08 22:31:11,288892268
BTCUSDT,13936407511,SELL,-1.27472,0.07457009,2021-02-09 18:11:45,288892268
BTCUSDT,13766751700,SELL,4.8784,0.06284800,2021-02-07 12:34:48,288892268
BTCUSDT,13808567743,SELL,1.70796,0.06231838,2021-02-08 01:04:54,288892268
BTCUSDT,13936405384,BUY,0.0,0.07507998,2021-02-09 17:22:55,288892268
BTCUSDT,13756373978,BUY,0.0,0.03044832,2021-02-07 06:46:04,288892268
BTCUSDT,13828799217,BUY,0.0,0.06236800,2021-02-08 08:12:51,288892268
BTCUSDT,13828799958,SELL,1.656,0.06303040,2021-02-08 09:32:29,288892268
BTCUSDT,13838628262,SELL,-0.55228,0.06292745,2021-02-08 14:10:12,288892268
BTCUSDT,13748511475,SELL,-0.5276,0.06464008,2021-02-07 00:21:55,288892268
BTCUSDT,13808566585,BUY,0.0,0.06163520,2021-02-07 22:58:20,288892268
BTCUSDT,14053589357,BUY,0.0,0.07393540,2021-02-11 12:54:40,288892268
BTCUSDT,13946444065,SELL,-0.77391,0.05635857,2021-02-09 21:10:49,288892268
BTCUSDT,13980121342,BUY,0.0,0.07484956,2021-02-10 09:20:27,288892268
BTCUSDT,13980123361,SELL,-0.72116,0.07456110,2021-02-10 09:25:32,288892268
BTCUSDT,14263671893,BUY,0.0,0.02878524,2021-02-15 03:37:06,288892268
BTCUSDT,14235805586,SELL,1.32726,0.11877355,2021-02-14 14:22:21,288892268
BTCUSDT,14320457994,SELL,6.67383,0.05932849,2021-02-16 05:41:28,288892268
BTCUSDT,14036446235,BUY,0.0,0.07272105,2021-02-11 05:54:34,288892268
BTCUSDT,14053884370,SELL,0.63252,0.07418841,2021-02-11 12:59:44,288892268
BTCUSDT,14062267178,SELL,9.62801,0.13411999,2021-02-11 15:34:30,288892268
BTCUSDT,14266904203,BUY,0.0,0.02815722,2021-02-15 04:19:19,288892268
BTCUSDT,13952396107,BUY,0.0,0.05707321,2021-02-09 22:42:15,288892268
BTCUSDT,14058906230,BUY,0.0,0.13026879,2021-02-11 14:45:09,288892268
BTCUSDT,14314018708,SELL,0.18702,0.11553600,2021-02-16 00:05:15,288892268
BTCUSDT,13987987016,SELL,-0.57969,0.05631872,2021-02-10 12:32:46,288892268
BTCUSDT,14230772899,BUY,0.0,0.11824264,2021-02-14 12:09:41,288892268
BTCUSDT,14317607198,BUY,0.0,0.02832948,2021-02-16 02:35:05,288892268
BTCUSDT,13946441667,BUY,0.0,0.05666814,2021-02-09 20:32:11,288892268
BTCUSDT,14265343356,SELL,0.09825,0.05760978,2021-02-15 04:13:07,288892268
BTCUSDT,14267246472,BUY,0.0,0.06419210,2021-02-15 04:21:26,288892268
BTCUSDT,13987985008,BUY,0.0,0.05655060,2021-02-10 12:12:17,288892268
BTCUSDT,14293313689,BUY,0.0,0.11546119,2021-02-15 15:02:23,288892268
BTCUSDT,14267400702,SELL,-0.2466,0.18460000,2021-02-15 04:24:58,288892268
BTCUSDT,13952397403,SELL,-0.63303,0.05682000,2021-02-09 22:44:58,288892268
BTCUSDT,14036446955,SELL,0.16984,0.07278899,2021-02-11 05:54:36,288892268
BTCUSDT,14710424681,SELL,0.38187,0.06553642,2021-02-22 12:05:00,288892268
BTCUSDT,14364984106,BUY,0.0,0.02873742,2021-02-16 20:10:29,288892268
BTCUSDT,14371115099,SELL,1.7379,0.05817000,2021-02-16 22:00:29,288892268
BTCUSDT,14759937381,BUY,0.0,0.03077376,2021-02-23 04:52:08,288892268
BTCUSDT,14646836248,SELL,1.65498,0.06919401,2021-02-21 12:25:42,288892268
BTCUSDT,14706094805,BUY,0.0,0.03269184,2021-02-22 11:58:16,288892268
BTCUSDT,14727006556,BUY,0.0,0.06064848,2021-02-22 16:14:03,288892268
BTCUSDT,14714407682,SELL,0.4926,0.06582100,2021-02-22 12:58:51,288892268
BTCUSDT,14717488769,BUY,0.0,0.03191705,2021-02-22 14:16:08,288892268
BTCUSDT,14727425175,SELL,-17.4102,0.17676000,2021-02-22 16:16:12,288892268
BTCUSDT,14788441005,SELL,1.08396,0.05782838,2021-02-23 10:43:35,288892268
BTCUSDT,14719450531,SELL,0.17445,0.02134782,2021-02-22 14:25:26,288892268
BTCUSDT,14592632453,BUY,0.0,0.06853202,2021-02-20 14:17:52,288892268
BTCUSDT,14712850405,BUY,0.0,0.06562396,2021-02-22 12:32:07,288892268
BTCUSDT,14721534333,BUY,0.0,0.03121356,2021-02-22 16:07:43,288892268
BTCUSDT,14766075923,SELL,1.53774,0.06216261,2021-02-23 05:30:58,288892268
BTCUSDT,14785961111,BUY,0.0,0.02869740,2021-02-23 10:27:09,288892268
BTCUSDT,14791727825,SELL,2.8995,0.05610000,2021-02-23 11:15:05,288892268
BTCUSDT,14719450531,SELL,0.3498,0.04269600,2021-02-22 14:25:26,288892268
BTCUSDT,14789748715,BUY,0.0,0.02747010,2021-02-23 11:09:34,288892268
BTCUSDT,15788639128,SELL,0.20146,0.02141534,2021-03-10 05:43:30,288892268
BTCUSDT,15437948767,BUY,0.0,0.02812962,2021-03-05 02:21:50,288892268
BTCUSDT,15782889319,BUY,0.0,0.01066738,2021-03-10 04:10:31,288892268
BNBUSDT,28872168871,SELL,0.6631,0.02063628,2021-03-10 05:48:30,288892268
ETHUSDT,8389765493599239451,SELL,0.32542,0.03225007,2021-03-04 22:06:14,288892268
BTCUSDT,15396812956,SELL,0.28146,0.03942834,2021-03-04 08:22:23,288892268
BTCUSDT,15434532322,BUY,0.0,0.01926724,2021-03-04 20:11:33,288892268
ETHUSDT,8389765493351489816,SELL,1.01628,0.03121286,2021-02-28 02:01:42,288892268
ETHUSDT,8389765493348342357,BUY,0.0,0.01540317,2021-02-28 01:28:50,288892268
ETHUSDT,8389765493612841347,SELL,0.1804,0.03231096,2021-03-05 06:58:12,288892268
BTCUSDT,15563631261,SELL,1.22319,0.01924235,2021-03-06 19:27:12,288892268
ETHUSDT,8389765493852130151,BUY,0.0,0.01031187,2021-03-10 04:10:38,288892268
ETHUSDT,8389765493609872554,BUY,0.0,0.01611940,2021-03-05 03:07:31,288892268
ETHUSDT,8389765493596022410,BUY,0.0,0.01605995,2021-03-04 20:48:47,288892268
ETHUSDT,8389765493854112344,SELL,0.24476,0.02072166,2021-03-10 05:12:30,288892268
ETHUSDT,8389765493486887165,BUY,0.0,0.01524036,2021-03-02 22:04:28,288892268
BTCUSDT,15390025051,BUY,0.0,0.01965788,2021-03-04 06:47:18,288892268
BTCUSDT,15563631261,SELL,2.4479,0.03848532,2021-03-06 19:27:12,288892268
BNBUSDT,28869030361,BUY,0.0,0.01018552,2021-03-10 04:10:36,288892268
ETHUSDT,8389765493357792519,BUY,0.0,0.01544289,2021-02-28 05:44:18,288892268
ETHUSDT,8389765493498082513,SELL,8.67776,0.03395183,2021-03-03 15:13:00,288892268
BTCUSDT,15437948467,SELL,0.35104,0.03867489,2021-03-05 01:59:16,288892268
ETHUSDT,8389765493362642323,SELL,-0.04312,0.03086854,2021-02-28 05:53:56,288892268
BCHUSDT,10992253403,SELL,0.41002,0.00550264,2021-03-12 21:16:44,288892268
ETHUSDT,8389765493891129591,BUY,0.0,0.01026559,2021-03-10 23:08:34,288892268
BNBUSDT,28965307559,BUY,0.0,0.00522174,2021-03-12 15:05:25,288892268
BCHUSDT,10988721722,SELL,0.20306,0.00541985,2021-03-12 15:41:05,288892268
ETHUSDT,8389765493984006377,SELL,0.13652,0.00281892,2021-03-12 17:16:54,288892268
BCHUSDT,10987011864,SELL,-0.00175,0.00531830,2021-03-12 15:01:23,288892268
BTCUSDT,16142889693,BUY,0.0,0.01161016,2021-03-15 09:13:32,288892268
ETHUSDT,8389765493977462539,BUY,0.0,0.00518310,2021-03-12 15:27:18,288892268
BNBUSDT,29050811769,SELL,0.00084,0.00303588,2021-03-15 11:22:06,288892268
BNBUSDT,29070216245,BUY,0.0,0.01028966,2021-03-16 03:00:47,288892268
BTCUSDT,16275814216,SELL,3.52080999,0.06763304,2021-03-16 22:35:58,288892268
ETHUSDT,8389765493993788894,SELL,0.09725,0.00349430,2021-03-12 22:00:46,288892268
BTCUSDT,16151846715,BUY,0.0,0.02150220,2021-03-16 03:03:23,288892268
BNBUSDT,29050811769,SELL,0.00147,0.00708352,2021-03-15 11:22:06,288892268
ETHUSDT,8389765493984006377,SELL,0.20466,0.00422834,2021-03-12 17:16:54,288892268
ETHUSDT,8389765494092934741,BUY,0.0,0.01052850,2021-03-15 08:33:16,288892268
BNBUSDT,29048904065,SELL,0.631,0.01037088,2021-03-15 10:23:34,288892268
BCHUSDT,10986370636,BUY,0.0,0.00531900,2021-03-12 12:29:59,288892268
ETHUSDT,8389765493902612164,SELL,0.28588,0.01002596,2021-03-11 02:15:12,288892268
BNBUSDT,28968285691,SELL,-0.5102,0,2021-03-12 15:06:56,288892268
BNBUSDT,29045350142,BUY,0.0,0.01062440,2021-03-15 09:17:39,288892268
ETHUSDT,8389765494099473746,SELL,-0.90567,0,2021-03-15 09:17:41,288892268
BNBUSDT,29071819612,SELL,-0.81753,0,2021-03-16 03:04:12,288892268
BCHUSDT,10986827910,SELL,0.2005,0.00539920,2021-03-12 12:49:41,288892268
BCHUSDT,10988277994,BUY,0.0,0.00533863,2021-03-12 15:11:49,288892268
ETHUSDT,8389765493896847707,SELL,0.53835,0.01083492,2021-03-10 23:46:11,288892268
BNBUSDT,29050811769,SELL,8e-05,0.00101188,2021-03-15 11:22:06,288892268
BNBUSDT,29226844228,SELL,0.3864,0.01285094,2021-03-22 21:45:10,288892268
BTCUSDT,16556458423,SELL,0.6539,0.02306240,2021-03-21 21:05:52,288892268
BTCUSDT,16547852262,BUY,0.0,0.01140042,2021-03-21 06:48:53,288892268
ETHUSDT,8389765494326901063,BUY,0.0,0.01071408,2021-03-21 04:26:40,288892268
BNBUSDT,29229148152,BUY,0.0,0.01320378,2021-03-23 00:01:39,288892268
BNBUSDT,29230715726,SELL,-0.00078,0.01320347,2021-03-23 02:02:48,288892268
ETHUSDT,8389765494343336553,SELL,-0.11148,0,2021-03-21 11:43:09,288892268
BNBUSDT,29226454075,BUY,0.0,0.01322540,2021-03-22 21:15:01,288892268
ETHUSDT,8389765494343336553,SELL,-0.11152,0,2021-03-21 11:43:09,288892268
ETHUSDT,8389765494343336553,SELL,-0.6138,0,2021-03-21 11:43:09,288892268
BNBUSDT,29227625648,SELL,-0.01053,0.01375020,2021-03-22 22:35:54,288892268
BNBUSDT,29230412191,SELL,0.41223,0.01336868,2021-03-23 00:11:38,288892268
ETHUSDT,8389765494467604338,SELL,-1.0352,0,2021-03-24 21:38:09,288892268
ETHUSDT,8389765494461718676,BUY,0.0,0.01338600,2021-03-24 20:45:20,288892268
BNBUSDT,29279784814,SELL,-0.02184,0.01314679,2021-03-25 00:04:29,288892268
BTCUSDT,17153740285,BUY,0.0,0.01149230,2021-03-31 10:54:10,288892268
BNBUSDT,29276735439,BUY,0.0,0.01315553,2021-03-24 22:28:04,288892268
ETHUSDT,8389765494707597463,SELL,0.58356,0.01300896,2021-03-31 11:31:18,288892268
BNBUSDT,29279090335,SELL,0.52104,0.01336394,2021-03-24 22:54:00,288892268
BNBUSDT,29294441035,BUY,0.0,0.01310657,2021-03-25 14:14:47,288892268
BNBUSDT,29296050752,SELL,-1.0612,0,2021-03-25 14:27:02,288892268
BTCUSDT,16787105542,BUY,0.0,0.02036096,2021-03-25 14:27:16,288892268
BTCUSDT,16781536296,BUY,0.0,0.01086370,2021-03-24 22:15:24,288892268
BTCUSDT,17154486411,SELL,0.82728,0.02331551,2021-03-31 10:56:55,288892268
ETHUSDT,8389765494706583232,BUY,0.0,0.01313041,2021-03-31 11:06:48,288892268
BNBUSDT,29452338753,BUY,0.0,0.01273844,2021-03-31 11:05:23,288892268
BNBUSDT,29452984915,SELL,-0.7414,0,2021-03-31 11:06:02,288892268
BTCUSDT,16865126465,SELL,1.1214,0.06289788,2021-03-26 00:24:59,288892268
ETHUSDT,8389765494724849090,SELL,1.45027,0.01406539,2021-03-31 20:23:43,288892268
ETHUSDT,8389765494903143023,BUY,0.0,0.01326250,2021-04-05 09:00:08,288892268
ETHUSDT,8389765494965113126,BUY,0.0,0.01359355,2021-04-06 17:22:01,288892268
BNBUSDT,29662760730,SELL,-0.90491,0,2021-04-07 13:58:34,288892268
ETHUSDT,8389765494912471411,SELL,0.5287,0.01387587,2021-04-05 12:43:25,288892268
BNBUSDT,29656249105,BUY,0.0,0.01274398,2021-04-07 13:50:00,288892268
BTCUSDT,17499594049,SELL,0.66399,0.02275599,2021-04-07 17:15:53,288892268
ETHUSDT,8389765494918913336,SELL,1.5008,0.01346092,2021-04-05 17:24:40,288892268
ETHUSDT,8389765494967383274,SELL,0.49079,0.01420180,2021-04-06 18:51:40,288892268
ETHUSDT,8389765494994488622,BUY,0.0,0.01343694,2021-04-07 12:12:48,288892268
ETHUSDT,8389765494978258212,SELL,0.43104,0.01335404,2021-04-07 00:32:42,288892268
ETHUSDT,8389765495003043609,SELL,-1.02201,0,2021-04-07 13:58:38,288892268
BTCUSDT,17495688290,BUY,0.0,0.01124520,2021-04-07 14:27:13,288892268
BTCUSDT,17861800323,SELL,0.90879,0.02532959,2021-04-14 19:15:47,288892268
BTCUSDT,17854391089,BUY,0.0,0.02496608,2021-04-14 18:32:49,288892268
BTCUSDT,17952622182,SELL,0.77978,0.02488147,2021-04-17 05:20:15,288892268
BTCUSDT,18038071375,BUY,0.0,0.02377040,2021-04-18 03:30:58,288892268
BTCUSDT,17649194460,BUY,0.0,0.02348568,2021-04-10 23:51:07,288892268
BNBUSDT,29976902394,SELL,0.07038,0.01879200,2021-04-16 04:46:49,288892268
BTCUSDT,18006137009,SELL,0.00596,0.02457194,2021-04-17 13:55:08,288892268
ETHUSDT,8389765495430773113,SELL,-0.00069,0.02138889,2021-04-17 20:59:47,288892268
BTCUSDT,17666963633,SELL,0.98854,0.02388109,2021-04-11 02:33:36,288892268
BTCUSDT,17777840528,SELL,3.84605,0.02502410,2021-04-13 11:17:38,288892268
ETHUSDT,8389765495429576616,SELL,0.8514,0.02079976,2021-04-17 19:35:19,288892268
